언어표현,분류,유형,품사,의미,예문,비고
쫌보,욕설,태도,명사,(욕으로) 쫌스러운 사람 (여)좀보,"쫌보야, 술 한잔 사주랴?",
쫌팽이,욕설,태도,명사,좀팽이'의 센말,심기를 바로잡고 살려 해도 이런 쫌팽이 놈들 땜에 안 된다니깐.,
쭈그렁바가지,비어,연령,명사,(낮잡아) 아주 늙은 사람.,허지만 새끼를 셋이나 연거퍼 쏟아 높더니 인젠 쭈그(구)렁바가지가 다 됐어요.,
쭈그렁이,비어,연령,명사,(홀하게) 주름이 많이 진 늙은이.,고운 빛은 간데 없고 꾸즈렁이가 되는 것이다.,
쭈그리,비어,연령,명사,(낮잡아) 늙은이,,
쭉정이,비어,태도,명사,(홀하게) 힘이 없거나 변변치 못한 사람. '=쭉쩡이,자식 셋이 한결같이 껄렁패 아니면 빈 쭉정이들뿐이거든요.,
쭉찡이,비어,태도,명사,'=쭉정이,고런 쭉찡이덜이 위째 농새럴 짓겄소.,
찌달이,비어,외모,명사,(낮잡아) 아주 못생긴 사람,,
찍사,비어,직업,명사,(속되게) 사진사,찍사'라는 보직만 아니라면 나는 내무반 감시로 남고 싶었다.,
찍새,비어,직업,명사,(속되게) 닦을 구두를 걷어 오는 사람,"구두터가 좋은 데가 있는데 이십만 원 먼저 주고 나중에 삼십 주면, 딱새와 찍새까지 모두 한 구미 인계받을 수가 있다.",
찐따,비어,장애,명사,"(속되게) 다리를 저는 사람. 일어 ’跛(ちんば, chinba)가 변한 말이다./(속되게) 바보",병신이 되거나 찐따가 되거나 외팔이가 되거나 애꾸가 되었다,
찐빵,맥락,,명사,(낮잡아) 뚱뚱한 사람,,
찔꺽눈이,비어,언행,명사,(홀하게) 눈물을 찔끔꺼리는 사람.,"약이 옯어 못 고치는 찔꺽눈이 마냥 눈물을 달구 봐두, ",
찔뚝발이,비어,장애,명사,"쩔뚝발이'의 큰 말,","별명은 언제나 찐따, 절름발이, 찔뚝발이, 씰룩이, 비빠바 룰라, 트위스트, 육갑, 미운 놈 등등의 신체적 불구를 빗댄 것들이었다. ",
찔찔이,비어,언행,명사,(홀하게) 잘 우는 사람.,,
찢어발기다,비어,행동,동사,못마땅한 사람에게 저주로 하는말. '=찢어죽이다.,찢어발길 놈의 새끼들,
찢어죽이다,비어,행동,동사,'=찢어발기다,찢어죽(줙)일 년,
차돌이,비어,직업,명사,(홀하게) 운전수,,
차순이,비어,직업,명사,(홀하게) 안내양,차순이를 꼬신 게 있어서 접시를 돌려 삼백 장에 띵겼거든,
차인붙이,비어,직업,명사,(낮잡아) 장사하는 데 심부름하는 사람,제가 지물도가 차인붙이에게 슬쩍 퉁겨 보았더니 동네 안침에 매구 뺨치는 매파가 살고 있다 합디다.,
찰거머리,맥락,,명사,(욕으로) 어떤 일을 성사시키기 위해 착 달라붙어 보채거나 아부하는 사람. ,"나 붙들고 놀라고 그란께 암말도 안 하고 앉았더니 기어이 그 찰거머리들, 어구, 그 산 귀신",
채신,비어,추상물,명사,(얕잡아) 처신,,
처올라오다,속어,행동,동사,(속되게) 함부로 올라오다.,"누가 아니래. 서로들 자기 뽁을 국가뽁으로 만들려구 환장을 해서 서울로 처올라오니 사지 뭐야.(황석영, 어둠의 자식들, 1980>",
처울다,속어,행동,동사,(속되게) 함부로 울다.,"""이 되놈, 죽어라, 죽어라, 이놈, 나 때렸디! 이놈아, 아이구, 사람 죽이누나."" 그는 목을 놓고 처울면서 낫을 휘둘렀다.<김동인, 감자, 1925>/그만 그 자리에 쓰러져 구들 바닥을 치며 왕왕 처울기가 일쑤였다.<김사랑, 낙조 1940> ",
처읽다,속어,행동,동사,(속되게) 많이 읽다.,"사람이란 고생을 해봐야 하는 거고 고생을 해봐야 사람이 되는 거다. 그저 두꺼비 파리 잡아먹듯 글만 처읽으면 되는 줄 아느냐. 사람이 되구라야 글이 소용 있는 거다.<한설아, 탑, 1942>",
처입다,속어,행동,동사,(속되게) 마구 입다.,"걱정 없이 잘 처먹고 기집년이랑 만판 놀아나 놈은 신수가 훤했다. 못 보던 바바리깢 ㅣ처입고 있었다. 개새끼! <박영한, 우묵배미의 사랑, 1989>",
처지피다,속어,행동,동사,(속되게) 함부로 많이 지피다.,"아씨가 서방님과 어쩌다 같이 자게 되면 시키지도 않으련만 아닌밤중에 슬며시 들어와서 끓는 고래에다 불을 처지펴서 요를 태우고 알몸을 구워 놓는 이년이었다.<김유정, 정조, 1938> ",
천더기,비어,언행/태도,명사,(홀하게) 남에게 천대를 당하는 사람. ,,
천둥벌거숭이,비어,언행,명사,(홀하게) 아무것도 모르고 날뛰는 사람. ,,
천둥이,비어,언행,명사,(홀하게) 의지할 데 없이 홀로 사는 사람.,"자기 혼자 목구멍이기만 하다면 자기처럼 천둥이로 굴러다니는 오그라진 곰배팔이나 찢어진 언청이라도 하나쯤 얻어걸리지 말라는 법이 없을 게 아니냐고, 달밤 같은 때 호젓이 나앉으면 그런 달콤한 공상에 노상침이 넘어가는 것이었다.<송기숙, 자랏골의 비가, 1974>",
천록어미,비어,언행,명사,(놀리어) 담배를 많이 피우는 사람,,
천릭짜리,비어,외모/지위,명사,(낮잡아) 철릭을 입은 사람 ,,
천방지축마골피,비어,추상물,명사,(농으로) 양반이 아니라고 하느 성씨.,"""마이클 콜린이니깐…"" ""그러면 우리 나라 식으로 따져서 마 서방이라고 부르면 되겠군 그래. 마… 서방. 천방지축마골피라더니 우리 식으로 따지믄 양반 씨는 아닌갑네, 헤헤."" <김소진, 장석조네 살마들, 1995>",
천보,비어,출신,명사,(홀하게) 천한 사람.,"상구는 금시에 눈이 찢어져 올라가며 불이라도 토할 듯 무섭게 외친다. ""어느 놈팽이를 웃어 붙였나. 개ㅊ차반. 천보."" <이효석, 분녀, 1936>",
천왕지팡이,비어,외모,명사,(놀리어) 키가 썩 큰 사람.,,
천좍쟁이,비어,태도,명사,천주학쟁이'의 준말,,
천좍하다,비어,행동,동사,천주학하다'의 준말. ,"""이 천좍을 할 놈. 그래 화적보다 더 무서운 것이 뭐여?"" ""이런 초지렁에 튀겨 안주할 놈을 보았나. 그게 세렴이 아니고 무엇이냐."" <김주영, 객주6, 1982>",
천주학쟁이,비어,태도,명사,(낮추어) 천주교도 준) 천좍쟁이,"잘나간다. 팔자 좋다! 하지만 망한 놈이지. 아무려면 애비 애미 거성을 입기 싫어하는 그런 후레자식이 어디 있누? 천주학쟁이란 모두 그런건가! <염상섭, 삼대, 1931>/ 그들에겐 천주학쟁이들이 많아서 옹리계 가맛골에서 옹점꾼 행색으로 연명하고 있지만, 나름대로 식견들이 투철하고 또한 상리를 노래는 주변도 향곡의 장사치들을 뱜칠 정도였다.<김주영, 객주4, 1981> ",
천하잡년,욕설,언행,명사,(욕으로) 행실이 정숙치 못한 여자. ,"천하잡년들! 엉덩이짓이라면 그저 잠자리에서 그짓 하는 생각밖에 할 줄 모르는 몸 편한 것들이, 나의 엉덩이짓이야말로 얼마나 질기고 건강한 생명의 리듬이란 걸 어찌 알까 보냐~ <박완서, 자알고 내알고 하늘이 알건만, 1984> ",
철모르쟁이,비어,태도,명사,철물내기,,
철물내기,비어,태도,명사,(홀하게) 철이 덜 든 사람. '=철모르쟁이.,"가진 것 없이 애옥살림하느라고 흔히 무시를 당해 온 터라 그만한 창피는 진작 이골이 난 바였지만, 이름도 성도 없는 철물내기들까지 얼굴에 대패질을 하러 드는 데엔 속이 안 상할 수가 없던 것이다.<이문구, 우리 동네 최씨, 1978>",
첩어미,비어,지위,명사,(얕잡아) 첩장모 ,,
첩쟁이,비어,지위,명사,(홀하게) 첩 ,,
청국놈,욕설,출신,명사,(욕으로) 청국 사람.,"왜늠두 가거라 양늠두 가거라. 청국놈(늠)두 가거라 로스께두 가거라. 제 나라루 가거라 내땅 두구 가거라. <김성동, 그해 여름, 1985>",
체신머리,비어,추상물,명사,(낮추어) 체신,,
쳇것,비어,지위/추상물,명사,사람이나 모양새 따위를 얕잡아 이르는 말. ,"옳다! 참 잘헌다! 참 잘히여. 워너니 그게 명색 며누리 쳇것(체껏)이 시애비더러 허넌 소리굼나? 저두 그래, 메누리 자식을 둘썩이나 읃어다 놓고, 손자 자식이 쉬예이 나게 생깄으먼서, 그래 그게 잘허넌 짓이여? <채만식, 태평천하, 1938>/ 그럼 선생이란 쳇것은 게서 뭘 허구? 얌전히 구경만 허더라 이게여? <이문구, 우리 동네 정씨, 1978>",
쳐죽이다,비어,행동,동사,때려죽이다'란 뜻으로 마음에 안 드는 사람에게 저주로 하는 말.,"요 쳐죽여 놓을 년 고것은 다 무슨 소리냐. 내가 네게 심하게 굴어서 살 수가 없단 말이냐. 요년, 네가 어데로 달아나… <이인직, 귀의성, 1906>/벌써부터 다 알고 있어. 작은돌이란 놈 그놈 쳐죽여 놓을 놈 그놈이 내 눈앞에 다시 보였다기는… 하면서 분명한 토죄도 아니하고 작은돌이를 벼르니~ <이인직, 귀의성, 1906> 참) 똥으로 쳐죽여도 시원치 않다.",
초라니,비어,언행,명사,(홀하게) 성격이 가볍고 촐랑거리는 사람. '초라니'는 하희별신굿에 나오는 가볍고 방정맞은 성격을 가진 하인이다. ,"군청 급사 섭추이나 아닐까. 행길에서도 소락소락 말을 거는 쥐알봉수. 그 초라니라면 치가 떨려 어떻게 하나. 잠을 설쳐 버린 분녀는 고시랑 고시랑 생각에 밤을 샜다. <이효석, 분녀, 1936>",
초라니방정,비어,언행,명사,(낮추어) 아주 촐랑거리는 행동이나 사람.,"그렇게 들을 만치 타일렀건만 이뇸이 또 초라니방정을 떠는 것이 괘씸도 하고, 일방 뭘 대라 하고 또 울고 하는 것이 심상치 안은 일인 듯도 하고, 이래서 괜스레 언짢은 생각을 하느라고 새로 넉점에서야 눈을 좀 붙인 것이~<김유정, 슬픈 이야기, 1938>/상판이 앙상한 도리우찌는 이것이 어디서 굴러온 초라니방정인가 벼락맞은 놈처럼 멍청하게 건너다보고 있었다. 도둑놈 어쩌고 하는 대목에 이르렀을 때 상판이 더 일그러졌을 뿐이었다.<송기숙, 암태도, 1979>",
초친놈,욕설,태도,명사,(욕으로) 사람답게 될 희망이 없는 사람. ,,
촌것,욕설,태도,명사,(욕으로) 세상 물정에 어두운 사람.,"이왕 즌깃줄 사는 짐에 쬐금 더 사서 당신네 두께비집 옆댕이에다 잇어서 쓰면 누가 뭐란댜? 계량기가 돌아가면 작것 멫 푼어치나 돌아갈 겨? 그렁께 장터만 나와두 촌것 소리를 듣는 겨.<이문구, 우리 동네 김씨, 1977>",
촌구석,비어,구체물,명사,(낮잡아) 촌.,"""고향이 어디세요? 무얼 하시나요?""하고 묻는다. ""나요? 나는 저 황해도 두메에서0촌구석에 들어엎데서 부조 덕택으로 밥이나 치우고 있는 위인이지요."" 하고 피혁군은 자기를 조소하듯이 웃어 버린다.<염상섭, 삼대, 1931>",
촌년,욕설,출신,명사,"시골여자'라는 뜻으로, 세련되지 못한 사람을 욕으로 이르는 말.","""온 씹새끼 내가 임마 니 푼 훔칠까 봐 그래? 걱정 마 짜샤, 가지래두 저런 후진 촌년은 안 가져."" 두꺼비도 계면쩍은 모양이었다. <황석영, 어둠의 자식들, 1980> 참) 촌년이 늦바람 나면 속곳 밑에 단추를 단다. ",
촌놈,욕설,출신,명사,"(욕으로) '시골 사람'이란느 뜻으로, 세련되지 못한 사람. '=촌한. ","""요즘은 텔레비전 없는 놈은 촌놈이 되는 세상이야."" ""냉장고 없는 놈은 푼수가 되구?"" ""자가용 없는 놈은 얼간이가 된다던가?"" (홍성원, 주말여행, 1969>",
촌한,욕설,출신,명사,'=촌놈,,
촐랑개,욕설,언행,명사,(욕으로) 변변치 못하고 잔망스러운 사람.,"그렇지만 네놈도 이미 독 안에 든 쥐라, 어쩌다가 네놈이 살아 가기를 바란다면 이 자리에 엎드려 모든 날짐승들이 보는 가운데서 우리 수리떼한테 꼬리 사리는 촐랑개가 되기를 다짐하거라. <백기완, 장산곶매 이야기1, 1993>",
촐랑이,비어,언행,명사,(홀하게) 채신 없이 까불며 경망스럽게 행동하는 사람.,"심부름꾼이 인도하여 들어온 살마은 얼굴이 가무잡잡한 사람인데 걸음걸이며 몸가지는 품이 보기에 벌써 촐랑이다. <홍명희, 임꺽정5, 1933> ",
촐첨지,비어,언행,명사,(욕으로) 몹시 촐랑거리는 노인.,"""그러고 보니 노형께선 김학준의 대궁밥을 간혹 얻어잡순 모양이구료?"" ""이런 천하에 몹쓸 촐첨지를 보았나. 내가 그 턱찌끼를 얻어먹어? 그만한 지체가 되면 발천을 하게? <김주영, 객주3, 1981>",
총냥이,비어,외모,명사,(홀하게) 눈이 불거지고 입이 뾰족하며 얼굴이 마른 사람. ,,
총받이,비어,직업,명사,(홀하게) 전쟁에서 군대의 맨 앞줄에 있는 사람. '=총알받이 ,,
총알받이,비어,직업,명사,'=총받이,,
총중고골,비어,외모,명사,무덤속의 마른 뼈'라는 뜻으로 '매우 여윈 사람'을 농으로 이르는 말. ,,
추물,비어,언행,명사,(낮잡아) 행실이 좋지 않은 사람. ,,
축구,맥락,,명사,(욕으로) 바보.   ,"이 축구 봤나. 삼거리에 앉아 술장사를 하믄서 그것도 모르나. 이치를 생각해 보라고. <박경리, 토지2, 1969>",
축생,맥락,,명사,(욕으로) 사람답지 못한 사람. ,,
춘풍이,비어,태도,명사,(홀하게) 변변치 못한 사람.,"저래서 내가 미친다니깐! 저런 속없는 춘풍이를 남편이라고 믿고 살자니 내가 지레 말라 비틀어져 이 나이에 할망구 소릴 들을 수밖에!<윤흥길, 매우 잘생긴 우산 하나, 1987> ",
취한,비어,언행,명사,(낮잡아) 술에 취한 사람.,,
치,맥락,,명사,(낮추어) 사람.,"""낫살이나 먹은 치가 쓴물 켰으면 얌전히 자야지, 주책없이 웬 놈의 주정인가. 술은 혼자 마시구 말이야."" ""남의 일 같지 않소. 달랩시다."" <황석영, 객지 1970> ""그렇다면 이치도 아마 빨갱이였겠구만. 안그래요?"" 소대장이 지휘봉의 뾰족한 끝으로 쿡쿡 찌르듯 유해를 가리키며 말했다. <임철우, 아버지의 땅, 1984> ",
치과쟁이,비어,직업,명사,(홀하게) 치과 의사.,"그가 은밀히 돌팔이 치과쟁이 노릇을 하게 된 것으 서울로부터 황무지 개간 사업 지원자들이 밀려들 무렵이었다.<박태순, 독가촌 풍경, 1977> ",
치룽구니,비어,지력,명사,(홀하게) 어리석어 쓸모가 없는 사람.,"이 유명 저 유명이 합쳐져서 더욱 유명한지는 모르겠습니다만, 목불식정의 치룽구니올습니다.<김성동, 국수, 1995> ",
치신,비어,추상물,명사,(얕잡아) 처신,,
치신머리,비어,추상물,명사,(낮잡아) 치신.,,
치신머리사납다,비어,행동,형용사,(낮잡아) 치신사납다.,,
치신머리없다,비어,행동,형용사,(낮잡아) 치신없다.,,
친아비,비어,지위,명사,(낮추어) 친아버지,,
친어미 ,비어,지위,명사,(낮추어) 친어머니,,
칠뜨기,비어,지력,명사,(얕잡아) 모자라는 사람.,"매표구 앞에서 시작된 표를 사기 위한 살마들의 줄, 그것은 개판이었다. 그런 경우 양심을 지킨다는 것은 칠뜨기들이나 할 일이었다. <조선작, 지사총, 1971>",
칠삭둥이,비어,지력,명사,"일곱 달 만에 나온 사람'이라는 뜻으로, '좀 모자라는 사람'을 홀하게 이르는 말. ",,
칠푼이,비어,언행/지력,명사,(홀하게) 칠칠치 못한 사람. 작) 챌푼이 ,,
침쟁이,비어,직업,명사,(낮잡아) 침을 놓는 사람/(속되게) 아편 중독자.,,
침흘리개,비어,언행,명사,(얕잡아) 침 흘리는 버릇이 있는 사람. ,,
칼자루,맥락,,명사,칼잡이,"칼자루 십 년에, 집안 여편네 뉴똥 치마 하나 못 해준 주변에, 헐말이 무슨 헐말이우?<채만식, 맹순사, 1946>",
