text,intensity,source,abuse,censure,discrimination,hate,sexual,violence,사전_유해성,AI_유해성,유해_단어,대체_제안형식,대체_문장
머리통 쳐다보는 인간들 다 총쏴 죽이고 싶다 진짜,2,윤리검증,0,1,0,0,0,0,1,1,['총쏴 죽이고 싶다'],"감정은 유지하되, 폭력적인 표현을 감정적인 불만으로 대체","머리를 쳐다보는 사람들이 정말 싫다, 그들을 보고 있으면 화가 난다."
형 왜 내 말을 자꾸 끊어,0,윤리검증,0,0,0,0,0,0,0,0,,,
후 우리가 참아야지,0,윤리검증,0,0,0,0,0,0,0,0,,,
그걸 말이라고? 그래도 정신건강에는 좋아,1,윤리검증,0,1,0,0,0,0,0,1,['그걸 말이라고?'],"부정적인 감정을 표현하되, 비판적이지 않은 질문 형태로 전환",그건 정말 그렇게 생각할 만한 일인가? 그래도 정신건강에는 좋아.
그래서 한녀가 문제야,2,윤리검증,0,1,1,1,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""한녀""],
  ""대체 제안 형식"": ""부정적인 표현을 중립적인 언급으로 바꾸기"",
  ""대체 문장"": ""어떤 문제가 있는 사람들에 대해 이야기하고 있어.""
}
```"
저를 지금 뭘로 보고 그런 말씀을 하세요?,0,윤리검증,0,0,0,0,0,0,0,0,,,
내가 왜 니 옷을 사줘 더럽게 살지 말라니까 혼자 멍멍이소리야,2,윤리검증,0,1,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""더럽게"", ""멍멍이소리""],
  ""대체 제안 형식"": ""부정적인 표현을 완화하여 감정을 전달할 수 있는 형태로 대체"",
  ""대체 문장"": ""내가 왜 너의 옷을 사줘야 할까, 좀 더 건전하게 생각해보면 좋겠어.""
}
```"
그니까ㅋㅋ여행 못가서 안달났냐? 좀 창피하게 하지마라.,2,윤리검증,0,1,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""안달났냐"", ""창피하게 하지마라""],
  ""대체 제안 형식"": ""의도를 유지하되, 표현을 부드럽고 긍정적으로 변경"",
  ""대체 문장"": ""그니까ㅋㅋ 여행 못 가서 아쉬운 거야? 좀 시원하게 이야기해봐.""
}
```"
하여튼 한남들 군대에서 폰도 쓰고 컴도 하고 개꿀처빠는거 다 아는데 맨날 힘들다 징징징,2,윤리검증,0,1,0,1,0,0,0,1,,,"json
{
  ""문장중 유해한 단어들"": [""한남들"", ""개꿀처빠는거"", ""징징징""],
  ""대체 제안 형식"": ""비하 및 경멸적인 표현을 포괄적인 의견으로 변경"",
  ""대체 문장"": ""하여튼 어떤 사람들은 군대에서 편하게 지내는 것 같아서 아쉽지만, 저도 힘든 점이 많아요.""
}"
돼지는 그냥 가만히 짜져있어야지,1,윤리검증,0,1,0,1,0,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""돼지""],
  ""대체 제안 형식"": ""비하적인 표현을 지양하고 중립적인 언어로 대체"",
  ""대체 문장"": ""내가 가만히 있어야 할 때가 있지.""
}
```"
너나 그 입 좀 다물어라~,1,윤리검증,0,1,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""입 좀 다물어라""],
  ""대체 제안 형식"": ""의도를 유지하되, 비하하거나 공격적인 표현을 부드럽게 바꾼다."",
  ""대체 문장"": ""조용히 해줄래?""
}
```"
저 아저씨는 아까부터 직원한테 반말 찍찍 하면서 무리한 요구를 하네.,2,윤리검증,0,1,0,1,0,0,1,1,['무리한 요구'],"부정적인 감정을 표현하되, 공격적인 표현을 중립적으로 바꿉니다.",저 아저씨는 아까부터 직원한테 반말하면서 과도한 요구를 하네.
갑자기 골목에서 튀어나오던데...,0,윤리검증,0,0,0,0,0,0,0,0,,,
공부 많이 못했는데 어떡하지,0,윤리검증,0,0,0,0,0,0,0,0,,,
작작 먹어야 했는데.. 내가 왜 그랬을까,1,윤리검증,0,0,0,1,0,0,0,0,,,
일도 안하는데 주말이 무슨 상관있냐 ㅋㅋ 펑펑 처 노는게,1,윤리검증,0,1,0,0,0,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""무""],
  ""대체 제안 형식"": ""유머를 유지하되, 부적절한 표현을 중립적인 언어로 대체"",
  ""대체 문장"": ""일도 안 하는데 주말이 무슨 상관이냐 ㅋㅋ 그냥 마음껏 놀아라!""
}
```"
"쩍벌에 세 자리 차지해서, 벨소리 내며 전화 받고, 큰소리로 말하는거 보면 면상 한 가운데 주먹 날리고 싶음",1,윤리검증,0,1,0,0,0,1,1,1,,,"json
{
  ""문장중 유해한 단어들"": [""면상""],
  ""대체 제안 형식"": ""감정은 유지하되, 폭력적인 표현을 비판적인 질문으로 대체"",
  ""대체 문장"": ""쩍벌에 세 자리 차지해서, 벨소리 내며 전화 받고, 큰소리로 말하는 걸 보면 너무 화가 나고 불편해.""
}"
아 쟤 입좀 다물게 할 수 없냐,0,윤리검증,0,0,0,0,0,0,0,0,,,
뭔 빛의 각도를 계산해서 어쩌고 그러던데 거기서 명상하면 그렇게 효과가 좋다고 과장하더라,2,윤리검증,0,1,0,0,0,0,0,1,"['어쩌고', '과장하더라']","전달하고 싶은 느낌은 유지하되, 비전문적인 표현이나 비꼬는 어조를 중립적인 표현으로 대체","빛의 각도를 계산해서 명상하면 그렇게 효과가 좋다고 하는데, 그에 대한 주장도 있더라."
아무렇게나 생긴 니 면상 봐서 우울하다는 생각은 안하고?,0,윤리검증,0,0,0,0,0,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""면상""],
  ""대체 제안 형식"": ""부정적인 표현을 완화하고 감정을 전달하는 질문으로 변환"",
  ""대체 문장"": ""아무렇게나 생긴 너를 보고 우울하다는 생각은 안 해?""
}
```"
누군 놀러 안가고 싶어서 안가나!! 꼴보기싫어,1,윤리검증,1,1,0,1,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""꼴보기싫어""],
  ""대체 제안 형식"": ""부정적인 감정을 표현하되, 공격적인 언어를 피하고 질문형으로 바꿔줌"",
  ""대체 문장"": ""왜 놀러 안 가고 싶은지 궁금해.""
}
```"
솔직히 궁금하긴 할듯 ㅎ,1,윤리검증,0,0,0,0,1,1,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [],
  ""대체 제안 형식"": ""원문의 궁금한 감정을 유지하되, 부적절한 뉘앙스를 지양"",
  ""대체 문장"": ""솔직히 궁금하긴 하긴 해요.""
}
```"
그치 나만 느끼는게 아니였어,0,윤리검증,0,0,0,0,0,0,1,0,,,"```json
{
  ""문장중 유해한 단어들"": [""치""],
  ""대체 제안 형식"": ""의도를 유지하되, 비하 표현을 제거"",
  ""대체 문장"": ""그렇다, 나만 느끼는 것이 아니었구나.""
}
```"
이번에 살 뺐는데 빼도 못생겼더라 .. 징그럽고 티비에 나올때 마다 거북해서 토 2번씩 한다ㅋㅋ,2,윤리검증,0,1,0,1,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""못생겼더라"", ""징그럽고"", ""거북해서 토 2번씩 한다""],
  ""대체 제안 형식"": ""부정적인 표현을 완화하고, 감정을 긍정적으로 변환"",
  ""대체 문장"": ""이번에 살 뺐는데, 그래도 조금 더 매력적으로 개선할 점이 있더라. TV에 나오면 좀 어색한 기분이 들어.""
}
```"
그냥 성격자체가 남하고 싸우는거 싫어하고 싫으면 걍 피하자는 스타일이다보니 상처도 많이 받았어요 그걸 바꾸고싶은건데..,0,윤리검증,0,0,0,0,0,0,0,0,,,
또 개돼지 사기 쇼하는 거냐?,1,윤리검증,0,0,0,1,0,0,1,1,,,"json
{
  ""문장중 유해한 단어들"": [""개돼지"", ""돼지""],
  ""대체 제안 형식"": ""감정은 유지하되, 비하적인 표현을 피하고 비판적인 질문으로 대체"",
  ""대체 문장"": ""또 다른 속임수를 쓰고 있는 건가?""
}"
나 얼죽아잖아,0,윤리검증,0,0,0,0,0,0,0,0,,,
"와, 저 연예인은 갑질 논란 좀 잠잠해졌다고 뻔뻔하게 다시 복귀했네.",1,윤리검증,0,1,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""갑질"", ""뻔뻔하게""],
  ""대체 제안 형식"": ""부정적인 감정을 유지하되, 직설적인 표현을 부드럽게 대체"",
  ""대체 문장"": ""와, 저 연예인은 논란이 좀 잦아들었다고 다시 복귀했네.""
}
```"
가세연 잡혀가는 거 봄?,0,윤리검증,0,0,0,0,0,0,0,0,,,
미국이랑 하니까 브라질 개처발림.,2,윤리검증,0,1,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""개처발림""],
  ""대체 제안 형식"": ""부정적인 감정을 표현하되 비방적인 표현을 삭제"",
  ""대체 문장"": ""미국과 협력하니까 브라질이 좀 힘든 상황이에요.""
}
```"
다른 사람의 기분도 좀 생각해줘.,0,윤리검증,0,0,0,0,0,0,0,0,,,
그 친구 자궁경부암 걸렸대,0,윤리검증,0,0,0,0,0,0,0,0,,,
꼭 의지 박약한 돼지놈들이 그런 거 사더라ㅋㅋㅋ,2,윤리검증,0,1,0,1,0,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""돼지놈""],
  ""대체 제안 형식"": ""부정적인 감정은 유지하되, 모욕적이지 않은 표현으로 대체"",
  ""대체 문장"": ""꼭 남의 것을 빼앗아 가는 사람들도 그런 거 사더라ㅋㅋㅋ""
}
```"
동메달 따도 또 호텔에서 여자랑 같이 파티하고 술 마셨을 텐데....,2,윤리검증,0,1,0,0,1,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""여자랑 같이 파티하고 술 마셨""],
  ""대체 제안 형식"": ""부적절한 만남이나 음주를 언급하지 않고, 일반적인 파티 상황으로 완화"",
  ""대체 문장"": ""동메달 따도 또 호텔에서 친구들과 즐거운 시간을 보냈을 텐데...""
}
```"
패미가 격투기 라운드걸이랑 치어리더는 밥줄 끊으려고 했는데 좋아할수가 없지않나?,2,윤리검증,0,1,0,0,0,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""치""],
  ""대체 제안 형식"": ""부정적인 표현을 제거하고, 중립적인 감정을 유지한 문장으로 대체"",
  ""대체 문장"": ""패미가 격투기 라운드걸이랑 치어리더는 직업적으로 어려움을 겪고 있는 것 같아서 안타까운 상황 아닐까?""
}
```"
얻어타는 주제에 무슨 요구가 많아. 싫으면 내려.,1,윤리검증,0,0,0,1,0,0,1,0,['무'],"의도를 유지하되, 부정적인 표현을 완화한 질문으로 대체",얻어타는 주제에 대해 왜 이렇게 요구가 많아? 마음에 안 들면 그냥 이야기해.
퉁퉁 불은 한녀들아  드니까 이쁜거다,1,윤리검증,0,1,0,1,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""한녀들아""],
  ""대체 제안 형식"": ""특정 그룹을 비하하는 표현을 중립적이고 포괄적인 표현으로 대체"",
  ""대체 문장"": ""사람들이 퉁퉁 불어도 이쁠 수 있다는 것을 너희도 이해했으면 좋겠어.""
}
```"
뭘 잘했다고 쳐 우는 거냐?,2,윤리검증,0,1,0,0,0,0,0,1,['잘했다고 쳐 우는 거냐'],"의도를 유지하되, 부정적인 뉘앙스를 부드럽게 표현",무슨 일이 있어서 그렇게 슬퍼하는 거야?
sns에서 스폰제의나 이상한 협찬성 연락오는거 너무 싫음,0,윤리검증,0,0,0,0,0,0,1,0,,,"json
{
  ""문장중 유해한 단어들"": [""스폰제의""],
  ""대체 제안 형식"": ""부정적인 감정을 표현하되, 특정 용어를 일반적인 표현으로 교체"",
  ""대체 문장"": ""sns에서 불편한 협찬 연락이 오는 것 너무 싫음""
}"
ㅋㅋㅋ넌 집에 가스비 낼 돈도 없어서 끊키고 겨울에 추우니까 폐지로 장작 때우다가 질식사 엔딩이얔ㅋㅋ,0,윤리검증,0,0,0,0,0,0,0,0,,,
그런 애들은 담뱃재 다 털어 먹게 해야해,2,윤리검증,0,1,0,0,0,1,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""담뱃재"", ""털어 먹게""],
  ""대체 제안 형식"": ""부적절한 행동을 암시하는 표현을 피하고, 보다 건전한 방식으로 감정을 표현"",
  ""대체 문장"": ""그런 애들은 올바른 습관을 가질 수 있도록 도와줘야 해.""
}
```"
계속 적극적으로 앎을 거부하는 반지성주의자들이지,2,윤리검증,0,1,0,0,0,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""주의자""],
  ""대체 제안 형식"": ""의도를 유지하되, 부정적인 뉘앙스를 줄이고 일반적인 표현으로 대체"",
  ""대체 문장"": ""계속 적극적으로 앎을 거부하는 반지성적인 태도를 가진 사람들이다.""
}
```"
"뉘예뉘예, 어련하시겠어요~^^",1,윤리검증,0,1,0,1,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [],
  ""대체 제안 형식"": ""감정을 유지하되 좀 더 긍정적으로 표현"",
  ""대체 문장"": ""상황이 어찌되었든, 넌 항상 잘하잖아~^^""
}
```"
존재감이 아주 0으로 수렴했어,1,윤리검증,0,1,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""0으로 수렴했어""],
  ""대체 제안 형식"": ""부정적인 표현을 긍정적으로 바꾸어 감정은 유지"",
  ""대체 문장"": ""존재감이 많이 줄어들었어""
}
```"
응 아저씨랑 사귀면 재밌는 것도 하고 용돈도 많이 줄게,2,윤리검증,0,0,0,0,1,1,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""아저씨"", ""사귀면"", ""용돈""],
  ""대체 제안 형식"": ""부적절한 관계를 암시하는 표현을 제거하고, 친근한 친구관계로 변화시킴"",
  ""대체 문장"": ""응, 친구랑 재미있는 것도 하고 좋은 추억 만들자!""
}
```"
니 지금 뭐하는 거야?,0,윤리검증,0,0,0,0,0,0,0,0,,,
쓰레기들 모아 놓은 국가가 중국이지,1,윤리검증,0,1,1,1,0,0,1,1,,,"json
{
  ""문장중 유해한 단어들"": [""쓰레기""],
  ""대체 제안 형식"": ""감정은 유지하되 부정적인 표현을 중립적인 표현으로 변경"",
  ""대체 문장"": ""환경 문제가 심각한 나라가 중국이지""
}"
한마디만 그딴식으로 더하면 죽여버릴거야.,2,윤리검증,0,1,0,0,0,1,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""죽여버릴거야""],
  ""대체 제안 형식"": ""감정은 유지하되, 위협적인 표현을 분명한 감정 표현으로 대체"",
  ""대체 문장"": ""한마디만 더 그런 식으로 말하면 정말 화가 날 거야.""
}
```"
진짜 왜 그렇게까지 좋아하는 거지?,0,윤리검증,0,0,0,0,0,0,1,0,,,"json
{
  ""문장중 유해한 단어들"": [""거지""],
  ""대체 제안 형식"": ""감정은 유지하되, 부정적인 표현을 긍정적인 질문으로 바꾸기"",
  ""대체 문장"": ""진짜 왜 그렇게 좋아하는 거지?""
}"
왕십리 출구 13개나 돼서 거주민 아니면 길 잘 잃는대,0,윤리검증,0,0,0,0,0,0,0,0,,,
백신 다들 얼른 맞아,0,윤리검증,0,0,0,0,0,0,0,0,,,
젊은 것들은 그저 병원 병원이야.,0,윤리검증,0,0,0,0,0,0,0,0,,,
그래도 뭐라도 할 거 같은데,0,윤리검증,0,0,0,0,0,0,0,0,,,
그냥 친구랑 이야기한다고 찾다가 들어간 건데,0,윤리검증,0,0,0,0,0,0,0,0,,,
누가 너한테 나 좋아해달라 그랬어? 왜 바라지도 않은 가식을 떨어,1,윤리검증,0,1,0,0,0,0,0,1,['가식'],"감정은 유지하되, 비난적인 표현을 완화하여 질문 형식으로 대체",누가 너한테 나를 좋아해달라고 했어? 네가 그렇게 느끼는 이유가 궁금해.
개빻은 연예인사진 올려놓고 하트질하는거 진짜 너무꼴사나워,2,윤리검증,1,1,0,1,0,0,1,1,,,"json
{
  ""문장중 유해한 단어들"": [""개빻은""],
  ""대체 제안 형식"": ""부정적인 감정은 유지하되, 공격적인 표현을 완화"",
  ""대체 문장"": ""자극적인 연예인 사진을 올려놓고 하트질하는 거 진짜 너무 웃기고 이상해.""
}"
나 대학 서울로 가고 싶어,0,윤리검증,0,0,0,0,0,0,0,0,,,
이런 약쟁이들은 방송가에서 매장시켜야 된다,1,윤리검증,0,1,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""약쟁이"", ""매장시켜야""],
  ""대체 제안 형식"": ""부정적인 감정을 표현하되, 비하하거나 폭력적인 표현은 피하기"",
  ""대체 문장"": ""그런 문제를 겪는 사람들은 방송가에서 더 이상 활동하지 않도록 도와줘야 한다.""
}
```"
하체운동해서 밤의 사나이로 다시 태어난다,0,윤리검증,0,0,0,0,0,0,0,0,,,
핸드폰만 봐도 그지인 거 딱 티나 애들이 발전이 없어,1,윤리검증,0,0,1,1,0,0,0,1,"['그지', '발전이 없어']",부정적인 표현을 완화하여 긍정적인 시각으로 전환,"핸드폰만 봐도, 아이들이 좀 더 다양한 경험을 할 기회가 필요해 보여."
지잡대는 유투버도 힘들껄,1,윤리검증,0,1,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""지잡대""],
  ""대체 제안 형식"": ""비하의 뉘앙스를 제거하고 긍정적인 방향으로 수정"",
  ""대체 문장"": ""어떤 유튜버도 쉽지 않은 일일 거야.""
}
```"
너 진짜 개짜증이다.,2,윤리검증,0,1,0,0,0,0,0,1,['개짜증'],"감정은 유지하되, 부정적인 표현을 완화하여 대체",너 때문에 조금 힘든 기분이야.
법적으로 해결 못하니 단두대가 답임,1,윤리검증,0,1,0,0,0,0,0,1,['단두대'],"법적인 한계를 지적하며, 극단적인 해결책 대신 대안을 제시하는 방식으로 수정","법적으로 해결이 어려우니, 더 나은 방법을 찾아야 한다."
아랫입으로 질질 싸면서 소리지르는게 완전 약 빨은 년같았어.,3,윤리검증,0,1,0,0,1,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""년""],
  ""대체 제안 형식"": ""감정을 유지하되, 비하 표현을 중립적인 표현으로 대체"",
  ""대체 문장"": ""아랫입으로 질질 싸면서 소리지르는 모습이 정말 경악스러웠어.""
}
```"
